player+team,rounds_played,vlr_rating,acs,kd,kast,adr,kpr,apr,dpr,fkpr,fdpr,hs_percent,cl_percent,group,year
JellyMIBR.GC,1744,1.26,267.2,1.33,0.76,170.4,0.92,0.29,0.69,0.2,0.13,0.3,0.2,gc,2023
KsiazeSC,320,1.26,266.5,1.35,0.71,171.6,0.95,0.15,0.71,0.23,0.14,0.33,0.16,challengers,2024
FiluMKOI,1004,1.26,262.7,1.41,0.75,169.4,0.96,0.19,0.68,0.23,0.15,0.3,0.23,challengers,2024
Ashley,290,1.26,255.4,1.29,0.75,156.8,0.91,0.22,0.7,0.19,0.09,0.22,0.11,gc,2024
BuñuelitaNCL,251,1.26,255.1,1.24,0.75,167.6,0.86,0.25,0.7,0.17,0.1,0.17,0.12,gc,2023
FaelzinGLRS,212,1.26,250.8,1.43,0.69,157.9,0.91,0.08,0.64,0.14,0.09,0.34,0.18,challengers,2023
aspasMIBR,1778,1.26,249.8,1.37,0.75,164.4,0.89,0.18,0.65,0.18,0.11,0.29,0.15,vct,2024
SayonaraVIT.RE,565,1.26,248.4,1.36,0.75,162.5,0.88,0.29,0.65,0.12,0.09,0.32,0.2,challengers,2025
alyaLFPT,630,1.26,247.0,1.34,0.74,164.8,0.88,0.3,0.66,0.11,0.09,0.28,0.23,challengers,2024
JSPNBG,295,1.26,244.4,1.39,0.79,150.6,0.87,0.39,0.63,0.1,0.08,0.3,0.2,challengers,2023
AustralisWADA,1380,1.26,239.5,1.3,0.79,154.4,0.83,0.46,0.64,0.11,0.08,0.23,0.23,gc,2024
svLBTR,548,1.26,238.4,1.3,0.79,146.8,0.82,0.55,0.63,0.12,0.06,0.23,0.15,challengers,2023
PowerPixelePP,790,1.26,236.8,1.42,0.8,148.8,0.81,0.4,0.57,0.12,0.06,0.19,0.32,gc,2025
karieKB,757,1.26,231.7,1.44,0.78,152.3,0.83,0.18,0.58,0.08,0.06,0.23,0.18,gc,2023
moosePLUG,266,1.26,229.6,1.55,0.77,148.5,0.83,0.23,0.54,0.13,0.05,0.24,0.12,challengers,2024
BizerraTL,1573,1.26,227.4,1.37,0.77,153.8,0.81,0.32,0.59,0.1,0.07,0.27,0.19,gc,2024
Destiny,212,1.26,226.8,1.28,0.75,146.1,0.83,0.43,0.65,0.11,0.08,0.43,0.07,gc,2025
ririPRM,682,1.26,226.0,1.34,0.75,136.1,0.82,0.34,0.61,0.09,0.05,0.31,0.21,gc,2025
MocoFL.GC,761,1.26,223.8,1.32,0.8,140.1,0.79,0.53,0.6,0.08,0.04,0.27,0.24,gc,2023
conirKRÜ.B,1255,1.26,222.7,1.45,0.8,143.9,0.82,0.41,0.56,0.08,0.06,0.28,0.27,gc,2024
AsomyKTN.GC,226,1.26,222.2,1.32,0.84,140.4,0.78,0.45,0.59,0.11,0.03,0.18,0.3,gc,2023
CainL11,316,1.26,221.4,1.29,0.78,143.4,0.82,0.41,0.63,0.09,0.04,0.19,0.3,challengers,2023
PersiaNS,1005,1.26,220.1,1.29,0.78,148.8,0.78,0.47,0.6,0.1,0.06,0.31,0.23,challengers,2024
BizerraTL,435,1.26,219.4,1.43,0.79,153.1,0.8,0.23,0.56,0.06,0.05,0.23,0.21,gc,2025
TokiDVM.MI,603,1.26,217.3,1.38,0.8,143.0,0.77,0.5,0.56,0.09,0.06,0.33,0.26,gc,2025
ZestBLD,205,1.26,211.7,1.45,0.79,134.8,0.77,0.4,0.53,0.08,0.04,0.38,0.09,challengers,2024
CendaryLLX,671,1.25,289.1,1.24,0.8,187.5,0.99,0.41,0.8,0.17,0.11,0.26,0.14,gc,2024
ryujin,291,1.25,285.3,1.25,0.73,187.2,0.94,0.27,0.76,0.19,0.17,0.28,0.1,gc,2024
AkaiFLC,1684,1.25,280.8,1.37,0.73,180.0,0.98,0.17,0.72,0.2,0.17,0.27,0.24,challengers,2024
Mephisto6K,826,1.25,279.7,1.32,0.74,170.5,0.97,0.19,0.73,0.24,0.16,0.25,0.22,challengers,2025
winterRZN,1024,1.25,278.9,1.33,0.74,178.5,0.96,0.23,0.72,0.18,0.13,0.27,0.16,gc,2024
XerrithOKM,556,1.25,278.5,1.29,0.76,184.3,0.94,0.26,0.73,0.2,0.16,0.15,0.24,gc,2023
miNtFL.GC,304,1.25,276.4,1.47,0.73,180.4,0.99,0.15,0.68,0.2,0.18,0.37,0.11,gc,2025
vaLSNX.F,217,1.25,269.3,1.26,0.73,173.0,0.91,0.23,0.72,0.16,0.09,0.29,0.06,gc,2024
MapleCCG,342,1.25,268.0,1.25,0.73,182.7,0.92,0.21,0.74,0.26,0.19,0.22,0.14,vct,2023
madaNRG,868,1.25,268.0,1.33,0.76,171.6,0.93,0.19,0.69,0.25,0.13,0.26,0.13,challengers,2024
sokoEXG.GC,743,1.25,265.2,1.34,0.72,173.7,0.93,0.22,0.69,0.17,0.1,0.32,0.13,gc,2024
JemkinRRQ,1898,1.25,264.2,1.33,0.74,170.7,0.95,0.18,0.71,0.2,0.14,0.3,0.17,challengers,2023
MuffynALG.GC,439,1.25,264.1,1.35,0.75,168.8,0.91,0.25,0.67,0.2,0.13,0.23,0.26,gc,2025
Yun,238,1.25,263.5,1.3,0.76,161.8,0.92,0.31,0.71,0.16,0.12,0.23,0.13,challengers,2023
berryxHVND,945,1.25,263.1,1.33,0.71,170.0,0.94,0.18,0.7,0.22,0.17,0.31,0.19,gc,2025
JoliinaaSK.N,1071,1.25,261.8,1.41,0.77,167.0,0.94,0.2,0.66,0.21,0.11,0.26,0.08,gc,2025
popogachiIGZ,686,1.25,259.8,1.34,0.74,172.7,0.9,0.32,0.67,0.11,0.1,0.25,0.17,challengers,2024
azysRNTX,909,1.25,259.5,1.37,0.74,167.7,0.91,0.28,0.67,0.15,0.09,0.28,0.22,challengers,2023
kataloverKaye,209,1.25,257.7,1.28,0.77,161.4,0.92,0.4,0.72,0.06,0.04,0.22,0.14,gc,2025
17leanndroAUS,248,1.25,257.2,1.24,0.73,170.5,0.89,0.21,0.72,0.21,0.13,0.33,0.19,challengers,2025
RargaXLG,799,1.25,253.3,1.24,0.73,168.8,0.89,0.16,0.72,0.21,0.18,0.33,0.0,vct,2025
pl1xxWOL,230,1.25,252.7,1.43,0.74,163.7,0.9,0.33,0.63,0.1,0.07,0.21,0.17,challengers,2023
Milky,216,1.25,251.7,1.24,0.73,172.5,0.91,0.21,0.73,0.15,0.11,0.27,0.14,gc,2025
stewJDG,1486,1.25,248.9,1.41,0.75,153.0,0.89,0.22,0.63,0.14,0.09,0.26,0.2,challengers,2023
sutecasODK,299,1.25,248.2,1.34,0.78,160.0,0.88,0.46,0.66,0.1,0.09,0.29,0.12,challengers,2023
BonoboBOBO,358,1.25,246.8,1.35,0.76,150.7,0.87,0.28,0.65,0.08,0.05,0.32,0.16,challengers,2025
MaraHWSF,565,1.25,246.4,1.24,0.77,160.4,0.87,0.39,0.7,0.09,0.07,0.19,0.16,gc,2023
Chimochi,236,1.25,245.7,1.32,0.75,163.4,0.85,0.32,0.64,0.08,0.08,0.24,0.14,gc,2023
amyG2.G,1869,1.25,243.7,1.4,0.74,162.8,0.89,0.14,0.64,0.11,0.09,0.35,0.17,gc,2023
xandFUR,282,1.25,241.6,1.42,0.76,167.4,0.87,0.18,0.61,0.14,0.07,0.29,0.24,challengers,2024
terrorSG,664,1.25,241.4,1.25,0.76,157.2,0.85,0.38,0.68,0.1,0.07,0.33,0.25,gc,2025
romiLEV.GC,735,1.25,240.9,1.5,0.78,155.7,0.87,0.23,0.58,0.11,0.06,0.27,0.19,gc,2023
BarrettBZK,345,1.25,238.6,1.33,0.75,151.5,0.86,0.25,0.65,0.1,0.07,0.34,0.18,challengers,2025
PKXPEEK,392,1.25,236.8,1.39,0.72,156.0,0.88,0.16,0.63,0.07,0.06,0.27,0.21,challengers,2023
LeviathanFS,1029,1.25,236.0,1.26,0.75,151.4,0.86,0.41,0.68,0.11,0.07,0.33,0.16,challengers,2023
SyouTaZETA,1575,1.25,235.3,1.33,0.76,151.8,0.84,0.35,0.63,0.11,0.08,0.28,0.13,challengers,2023
KPRF.GC,358,1.25,235.3,1.44,0.76,153.0,0.87,0.33,0.6,0.11,0.08,0.26,0.19,gc,2024
wackieJL,1004,1.25,231.6,1.36,0.79,148.3,0.83,0.38,0.61,0.1,0.08,0.28,0.21,challengers,2024
JellyMIBR.GC,1563,1.25,231.3,1.33,0.8,149.9,0.84,0.4,0.63,0.09,0.06,0.37,0.17,gc,2024
conirKRÜ.B,735,1.25,230.9,1.36,0.79,153.2,0.83,0.42,0.61,0.11,0.07,0.29,0.18,gc,2023
opelPURR,1348,1.25,228.1,1.27,0.8,147.1,0.8,0.48,0.63,0.07,0.06,0.19,0.15,gc,2023
jduhQAD.GC,789,1.25,227.4,1.37,0.77,146.7,0.84,0.35,0.61,0.1,0.06,0.34,0.17,gc,2025
tokameiteTWIS.O,595,1.25,223.2,1.32,0.77,152.7,0.79,0.33,0.6,0.07,0.05,0.28,0.29,gc,2025
shiraziNOVA.GC,983,1.25,221.5,1.44,0.81,149.5,0.78,0.34,0.55,0.09,0.06,0.21,0.21,gc,2024
Kaah2G.GC,648,1.25,217.5,1.35,0.79,136.8,0.8,0.34,0.59,0.08,0.07,0.3,0.41,gc,2024
YESicaNFCY,1182,1.25,215.9,1.3,0.82,137.0,0.75,0.54,0.58,0.1,0.06,0.27,0.2,challengers,2023
BobbiexoNOVO.NI,990,1.25,215.3,1.33,0.76,146.6,0.8,0.27,0.6,0.06,0.06,0.27,0.2,gc,2023
IKANAKING,242,1.25,215.1,1.57,0.83,144.5,0.79,0.33,0.5,0.06,0.04,0.28,0.36,challengers,2025
JerkWADA,389,1.25,213.1,1.45,0.78,136.5,0.76,0.3,0.52,0.06,0.04,0.18,0.14,challengers,2023
Lulu,241,1.25,210.8,1.49,0.83,129.4,0.73,0.34,0.49,0.06,0.04,0.19,0.39,gc,2023
LeoFNC,1357,1.25,206.3,1.37,0.82,133.1,0.74,0.41,0.54,0.04,0.03,0.21,0.2,vct,2023
PsychCCG,206,1.24,290.7,1.27,0.7,180.5,0.93,0.23,0.73,0.26,0.17,0.31,0.13,challengers,2024
MazuongBOBO,577,1.24,284.9,1.32,0.76,189.4,0.95,0.21,0.72,0.22,0.12,0.34,0.08,challengers,2024
yumiPapa,262,1.24,284.9,1.27,0.75,186.6,0.98,0.18,0.77,0.2,0.09,0.31,0.05,gc,2025
patrickWHOGE,823,1.24,282.8,1.33,0.75,183.9,1.01,0.18,0.76,0.21,0.15,0.28,0.14,challengers,2024
bstrddTL,435,1.24,274.8,1.41,0.78,175.5,0.94,0.22,0.67,0.24,0.13,0.23,0.31,gc,2025
Ikie,399,1.24,274.5,1.26,0.74,175.5,0.94,0.22,0.74,0.19,0.13,0.26,0.2,gc,2023
KaronGEN,358,1.24,273.3,1.32,0.73,170.2,0.93,0.2,0.7,0.15,0.13,0.25,0.25,challengers,2023
NavoriEXZ,421,1.24,271.2,1.31,0.74,176.6,0.94,0.19,0.72,0.19,0.13,0.24,0.26,gc,2025
HAYAIAI,279,1.24,269.4,1.32,0.78,172.7,0.94,0.26,0.72,0.15,0.15,0.18,0.13,gc,2024
sibeastw0wQAD,452,1.24,267.4,1.39,0.75,164.6,0.94,0.23,0.68,0.22,0.17,0.24,0.15,challengers,2025
CaliZ4FE,212,1.24,265.4,1.33,0.74,168.0,0.93,0.11,0.7,0.21,0.12,0.36,0.28,gc,2024
RazFH,522,1.24,264.5,1.32,0.75,173.2,0.91,0.22,0.69,0.25,0.12,0.23,0.24,challengers,2025
IzzyEF,1259,1.24,263.4,1.38,0.74,168.8,0.93,0.17,0.68,0.22,0.16,0.28,0.11,challengers,2024
iced americanoBMY,257,1.24,261.8,1.37,0.72,166.6,0.93,0.17,0.68,0.16,0.12,0.22,0.23,gc,2024
furbsaNW,545,1.24,259.6,1.44,0.78,166.5,0.93,0.19,0.65,0.18,0.13,0.23,0.09,challengers,2023
iooooooLCE,338,1.24,259.6,1.22,0.69,174.6,0.93,0.18,0.76,0.16,0.12,0.33,0.12,gc,2024
SereNaDRX.C,374,1.24,258.5,1.33,0.73,163.3,0.91,0.2,0.68,0.14,0.08,0.3,0.2,gc,2025
BahzarKB,588,1.24,257.6,1.36,0.73,168.8,0.92,0.18,0.68,0.13,0.09,0.27,0.18,gc,2023
novacaineSix,410,1.24,257.4,1.36,0.73,168.5,0.91,0.18,0.67,0.15,0.12,0.23,0.17,challengers,2023
alvarxzQOR,295,1.24,256.7,1.41,0.77,157.0,0.91,0.24,0.65,0.25,0.12,0.24,0.25,challengers,2023
MoondeityOne,528,1.24,252.4,1.36,0.72,126.5,0.9,0.19,0.66,0.14,0.08,0.24,0.16,gc,2025
coalZEgre,265,1.24,251.1,1.43,0.72,161.0,0.9,0.13,0.63,0.08,0.06,0.2,0.18,gc,2024
monAlloy.Fe,241,1.24,250.6,1.41,0.8,154.9,0.85,0.19,0.61,0.23,0.12,0.25,0.18,gc,2023
maiNB,840,1.24,250.0,1.28,0.76,156.2,0.88,0.32,0.69,0.12,0.08,0.27,0.13,gc,2025
LeeVYG,271,1.24,246.9,1.27,0.76,157.8,0.89,0.3,0.7,0.08,0.1,0.28,0.14,challengers,2023
yuchan,854,1.24,246.9,1.26,0.76,164.6,0.85,0.31,0.67,0.14,0.11,0.26,0.14,gc,2023
LimeMOUZ,1193,1.24,246.3,1.37,0.73,158.9,0.88,0.21,0.65,0.16,0.13,0.32,0.2,challengers,2024
xeniaHOWL.M,539,1.24,245.6,1.3,0.78,159.2,0.88,0.34,0.68,0.11,0.08,0.35,0.14,gc,2023
ZIAN,308,1.24,244.6,1.36,0.76,164.6,0.85,0.3,0.62,0.13,0.12,0.28,0.15,gc,2024
julsavageKRZ,539,1.24,241.5,1.24,0.74,160.3,0.86,0.35,0.69,0.08,0.09,0.2,0.08,gc,2023
happySNG,206,1.24,241.4,1.33,0.79,156.9,0.83,0.37,0.62,0.08,0.08,0.21,0.23,gc,2025
BBiyongFN,300,1.24,238.3,1.38,0.77,155.2,0.85,0.44,0.62,0.12,0.11,0.25,0.38,challengers,2023
Hitman,281,1.24,233.8,1.29,0.75,146.1,0.86,0.34,0.67,0.07,0.05,0.25,0.15,challengers,2024
NeonLEV.AC,758,1.24,233.3,1.47,0.77,150.5,0.84,0.21,0.57,0.19,0.12,0.31,0.28,challengers,2025
luyee,239,1.24,232.9,1.31,0.79,141.8,0.85,0.44,0.64,0.08,0.07,0.22,0.23,gc,2023
AlexyFLCV,371,1.24,231.5,1.42,0.84,154.4,0.84,0.35,0.59,0.08,0.05,0.31,0.26,gc,2025
kauaZETA.AC,277,1.24,228.8,1.17,0.76,146.5,0.79,0.43,0.68,0.08,0.06,0.27,0.23,challengers,2023
sleepyCTRL,530,1.24,228.8,1.3,0.78,151.2,0.86,0.38,0.66,0.05,0.03,0.35,0.18,gc,2023
ScaRXØ,524,1.24,226.4,1.34,0.74,139.5,0.82,0.31,0.61,0.08,0.07,0.33,0.2,challengers,2025
selinXPER,347,1.24,224.9,1.42,0.74,151.8,0.83,0.17,0.59,0.08,0.07,0.2,0.16,gc,2023
hayyelEXG.GC,255,1.24,224.8,1.37,0.78,144.0,0.84,0.45,0.61,0.09,0.08,0.21,0.28,gc,2025
KatashioCVU.NBG,347,1.24,221.9,1.27,0.77,139.2,0.75,0.44,0.59,0.08,0.08,0.27,0.3,challengers,2023
ZoestolUVA,264,1.24,221.6,1.39,0.77,136.5,0.83,0.39,0.59,0.12,0.06,0.22,0.13,challengers,2023
LOBSZ,978,1.24,221.1,1.3,0.78,149.4,0.81,0.33,0.62,0.05,0.04,0.31,0.16,challengers,2024
sickreyTWIS,1413,1.24,220.9,1.3,0.8,147.4,0.78,0.4,0.6,0.06,0.04,0.24,0.11,challengers,2023
ZauqkFH,293,1.24,218.5,1.43,0.77,132.5,0.81,0.24,0.57,0.08,0.05,0.23,0.25,challengers,2025
ChiaWei,615,1.24,216.1,1.35,0.77,143.8,0.8,0.3,0.59,0.07,0.05,0.4,0.2,challengers,2024
trentG2,1244,1.24,215.6,1.29,0.77,147.0,0.77,0.31,0.6,0.08,0.07,0.26,0.28,vct,2025
nAvarroGekk,337,1.24,214.6,1.29,0.78,144.1,0.77,0.43,0.6,0.05,0.04,0.23,0.15,challengers,2023
Laleh,229,1.24,213.8,1.38,0.81,145.6,0.83,0.27,0.6,0.05,0.04,0.39,0.22,gc,2025
oluluTHE.K,229,1.24,212.1,1.26,0.78,143.3,0.75,0.55,0.59,0.07,0.03,0.27,0.26,gc,2025
PapiGEXP,1228,1.24,204.8,1.35,0.8,132.7,0.77,0.37,0.57,0.06,0.05,0.28,0.2,challengers,2024
colbyWADA,296,1.23,278.3,1.36,0.72,171.7,0.98,0.26,0.72,0.22,0.18,0.18,0.25,gc,2025
dodsKRÜ.B,1255,1.23,271.7,1.36,0.75,173.9,0.96,0.23,0.71,0.22,0.16,0.33,0.26,gc,2024
SmokeYFP,486,1.23,270.8,1.39,0.73,173.6,0.95,0.21,0.69,0.12,0.09,0.28,0.14,challengers,2023
lukxoLOUD,203,1.23,270.4,1.34,0.67,172.8,0.96,0.23,0.71,0.17,0.09,0.31,0.31,vct,2025
Megumi,306,1.23,269.2,1.23,0.75,175.5,0.91,0.23,0.74,0.19,0.14,0.19,0.13,challengers,2023
eneriiFLCV,983,1.23,267.9,1.37,0.77,168.1,0.93,0.27,0.68,0.22,0.15,0.24,0.12,gc,2024
bstrddTL,1751,1.23,265.0,1.43,0.75,169.0,0.93,0.17,0.66,0.22,0.15,0.27,0.2,gc,2023
Monkey02,278,1.23,260.9,1.29,0.76,163.1,0.91,0.24,0.71,0.25,0.14,0.25,0.11,challengers,2023
k0ruptRR,772,1.23,254.3,1.31,0.77,165.0,0.89,0.37,0.68,0.12,0.1,0.27,0.13,gc,2025
KonekoTOG,444,1.23,253.3,1.24,0.74,158.9,0.85,0.38,0.69,0.14,0.13,0.27,0.14,gc,2025
WARDELLTSM,754,1.23,249.8,1.35,0.78,162.2,0.86,0.25,0.64,0.19,0.12,0.25,0.19,challengers,2023
fr1RAFH,262,1.23,248.7,1.3,0.72,158.2,0.9,0.28,0.7,0.11,0.15,0.36,0.19,challengers,2023
strahlenRZN,667,1.23,248.5,1.27,0.72,160.1,0.89,0.29,0.7,0.13,0.12,0.29,0.18,gc,2025
unstableFLY,1174,1.23,248.3,1.4,0.77,154.8,0.9,0.26,0.64,0.16,0.11,0.31,0.19,gc,2024
KonASND,1323,1.23,247.2,1.26,0.76,165.5,0.87,0.3,0.69,0.12,0.09,0.32,0.13,gc,2023
PaedyMorJ,381,1.23,246.9,1.27,0.75,157.2,0.88,0.43,0.7,0.12,0.1,0.22,0.26,gc,2023
bambiZG,835,1.23,245.8,1.32,0.79,153.4,0.85,0.42,0.64,0.1,0.08,0.24,0.12,gc,2023
Jul¡aOne,208,1.23,245.8,1.28,0.75,166.3,0.89,0.19,0.7,0.11,0.06,0.3,0.31,gc,2024
FireBallOpsBLUE,473,1.23,245.1,1.34,0.75,158.7,0.88,0.18,0.66,0.14,0.08,0.33,0.15,challengers,2023
KyuCPS,1023,1.23,244.3,1.31,0.78,157.1,0.85,0.37,0.65,0.11,0.09,0.28,0.21,challengers,2024
coldfishTYL,296,1.23,244.2,1.28,0.76,157.0,0.86,0.27,0.67,0.09,0.06,0.17,0.12,vct,2023
TastyyAKV.GC,950,1.23,244.2,1.34,0.74,155.6,0.88,0.33,0.66,0.13,0.12,0.29,0.23,gc,2023
babytzBOBA,876,1.23,241.9,1.32,0.73,160.2,0.85,0.31,0.64,0.12,0.11,0.22,0.24,gc,2024
NoiaSRG,279,1.23,241.3,1.55,0.78,162.0,0.9,0.22,0.58,0.12,0.05,0.33,0.19,gc,2025
m4ndzinSCCP.IN,1574,1.23,239.5,1.22,0.77,152.2,0.82,0.53,0.67,0.09,0.09,0.22,0.22,gc,2023
slathom999GEEK,468,1.23,239.2,1.25,0.75,157.5,0.87,0.26,0.7,0.06,0.07,0.32,0.22,challengers,2024
onnaXPER,673,1.23,236.2,1.28,0.77,150.6,0.81,0.25,0.63,0.14,0.08,0.19,0.18,gc,2023
JellyMIBR.GC,602,1.23,233.3,1.3,0.77,154.3,0.84,0.39,0.64,0.09,0.06,0.32,0.18,gc,2025
MohTU,1540,1.23,233.1,1.34,0.77,150.9,0.83,0.34,0.62,0.11,0.08,0.27,0.19,challengers,2023
CohburgSAD,545,1.23,232.4,1.3,0.8,144.3,0.79,0.52,0.61,0.09,0.07,0.26,0.19,challengers,2023
AranelNOVO.NI,805,1.23,231.5,1.26,0.73,156.5,0.85,0.21,0.67,0.06,0.06,0.29,0.14,gc,2023
EliteKC,1259,1.23,230.0,1.38,0.76,156.7,0.83,0.16,0.6,0.07,0.06,0.34,0.14,challengers,2023
VuubitFMG,438,1.23,229.6,1.31,0.75,153.0,0.84,0.33,0.64,0.1,0.08,0.43,0.2,challengers,2024
HanuhSISU,1608,1.23,229.3,1.3,0.75,147.0,0.84,0.32,0.64,0.09,0.07,0.25,0.18,gc,2023
yearnCUR,207,1.23,229.2,1.42,0.79,150.7,0.88,0.27,0.62,0.11,0.08,0.37,0.15,challengers,2025
NaturhallelBIGG.S,423,1.23,228.0,1.24,0.8,149.6,0.82,0.4,0.66,0.09,0.06,0.34,0.08,gc,2024
SukaXIP,606,1.23,227.1,1.26,0.78,147.1,0.8,0.39,0.63,0.06,0.04,0.28,0.14,challengers,2023
ScottieYDZ,474,1.23,225.2,1.36,0.79,143.8,0.82,0.41,0.6,0.1,0.08,0.27,0.23,challengers,2024
RawkusDZ,491,1.23,224.8,1.34,0.8,144.4,0.79,0.42,0.59,0.08,0.08,0.26,0.17,challengers,2023
BizerraTL,1751,1.23,224.8,1.29,0.79,146.5,0.77,0.41,0.6,0.1,0.06,0.23,0.24,gc,2023
YESicaNFCY,719,1.23,224.3,1.24,0.78,151.6,0.78,0.41,0.63,0.08,0.05,0.33,0.18,challengers,2024
SerialTL,727,1.23,224.0,1.35,0.78,157.0,0.83,0.2,0.62,0.1,0.07,0.44,0.17,challengers,2025
Berserk,291,1.23,223.4,1.36,0.74,151.1,0.83,0.2,0.61,0.08,0.07,0.28,0.18,challengers,2024
antGLEV.GC,1412,1.23,221.7,1.31,0.79,142.7,0.8,0.4,0.61,0.07,0.06,0.31,0.14,gc,2024
renzMU,234,1.23,216.4,1.29,0.79,143.8,0.75,0.35,0.58,0.06,0.03,0.27,0.18,challengers,2023
Grimmjow,352,1.23,216.3,1.31,0.8,139.7,0.82,0.43,0.62,0.07,0.09,0.24,0.31,challengers,2025
evaGX.GC,1686,1.23,214.3,1.41,0.81,139.4,0.81,0.33,0.57,0.07,0.04,0.29,0.24,gc,2023
miyaDFM.GC,206,1.23,208.0,1.21,0.8,115.5,0.75,0.53,0.62,0.12,0.05,0.26,0.11,gc,2025
NessTAE,208,1.22,293.9,1.3,0.67,192.4,1.01,0.16,0.78,0.25,0.19,0.29,0.0,challengers,2024
wavedLEV.GC,1204,1.22,287.9,1.31,0.7,186.0,1.01,0.16,0.77,0.26,0.19,0.28,0.12,gc,2023
jaozy,235,1.22,277.5,1.27,0.71,175.9,0.95,0.2,0.74,0.21,0.14,0.28,0.1,challengers,2023
TnROSE,319,1.22,276.0,1.27,0.75,175.2,0.93,0.26,0.73,0.18,0.15,0.28,0.17,challengers,2025
tcondaZEN.GC,554,1.22,273.9,1.26,0.74,173.4,0.95,0.19,0.75,0.19,0.13,0.27,0.12,gc,2023
AkaiFLC,556,1.22,273.2,1.22,0.73,177.5,0.95,0.19,0.78,0.19,0.15,0.21,0.2,challengers,2023
Jade,275,1.22,270.8,1.37,0.75,175.4,0.98,0.13,0.72,0.22,0.21,0.36,0.33,gc,2023
B1SKTU,895,1.22,267.5,1.3,0.72,170.1,0.94,0.18,0.72,0.25,0.18,0.23,0.21,challengers,2023
blairMVSK,290,1.22,267.2,1.31,0.72,171.9,0.95,0.16,0.72,0.16,0.1,0.42,0.12,gc,2025
kamoTL,1038,1.22,266.1,1.31,0.71,171.0,0.94,0.18,0.72,0.2,0.14,0.3,0.16,challengers,2023
wel,240,1.22,264.3,1.24,0.71,167.2,0.92,0.29,0.74,0.17,0.13,0.26,0.25,gc,2024
ComeBackBCF,1143,1.22,261.4,1.4,0.76,158.5,0.92,0.17,0.66,0.2,0.12,0.26,0.13,challengers,2025
sociablEEBBL,1122,1.22,261.0,1.25,0.75,169.9,0.88,0.2,0.71,0.21,0.14,0.23,0.1,challengers,2023
edithYDZ.M,711,1.22,260.9,1.33,0.75,171.8,0.9,0.21,0.68,0.19,0.13,0.25,0.11,gc,2023
ACEFOC,1115,1.22,260.5,1.28,0.76,168.3,0.91,0.28,0.71,0.17,0.12,0.34,0.19,challengers,2024
bstrddTL,1573,1.22,259.7,1.39,0.74,167.1,0.92,0.19,0.66,0.2,0.15,0.26,0.2,gc,2024
ezkiPGN,679,1.22,259.6,1.24,0.75,171.7,0.88,0.23,0.71,0.13,0.1,0.19,0.26,challengers,2023
MuffynALG.GC,1476,1.22,258.2,1.3,0.75,163.2,0.88,0.2,0.67,0.23,0.15,0.2,0.14,gc,2023
EnSLOFI.E,619,1.22,257.6,1.3,0.75,165.1,0.91,0.26,0.7,0.19,0.12,0.22,0.14,gc,2023
lea,263,1.22,256.6,1.25,0.75,164.9,0.91,0.25,0.73,0.14,0.1,0.32,0.21,gc,2025
SlyLCV,227,1.22,253.5,1.22,0.75,169.4,0.87,0.26,0.71,0.15,0.11,0.32,0.19,gc,2025
SeoldamRID,680,1.22,252.8,1.33,0.76,159.8,0.88,0.25,0.67,0.19,0.12,0.2,0.2,challengers,2025
furlanJNS,283,1.22,251.3,1.35,0.74,161.8,0.91,0.12,0.67,0.15,0.11,0.33,0.21,challengers,2023
kaajakFNC,704,1.22,248.4,1.35,0.74,159.8,0.89,0.2,0.66,0.17,0.13,0.32,0.14,vct,2025
LAMARC,608,1.22,248.2,1.31,0.72,164.0,0.91,0.2,0.69,0.13,0.12,0.36,0.22,challengers,2024
maRvelCumb,287,1.22,247.7,1.31,0.74,157.4,0.87,0.24,0.67,0.17,0.07,0.32,0.1,gc,2025
tok1oUW.GC,499,1.22,247.7,1.24,0.73,160.6,0.86,0.23,0.69,0.16,0.11,0.27,0.27,gc,2025
rashiPseu,482,1.22,247.3,1.23,0.78,155.5,0.87,0.42,0.7,0.12,0.1,0.26,0.18,gc,2023
MeatPieNDLTT,304,1.22,246.9,1.21,0.76,153.3,0.86,0.48,0.71,0.1,0.08,0.23,0.09,challengers,2023
dos9BME,1551,1.22,245.3,1.34,0.76,158.4,0.88,0.2,0.66,0.13,0.1,0.27,0.16,challengers,2024
ANDYFH,862,1.22,245.2,1.28,0.74,163.3,0.88,0.24,0.69,0.15,0.1,0.27,0.21,challengers,2024
rezqDVM.MI,603,1.22,245.1,1.47,0.77,158.4,0.92,0.21,0.63,0.13,0.11,0.27,0.31,gc,2025
aspasMIBR,873,1.22,244.5,1.36,0.75,157.0,0.88,0.13,0.65,0.19,0.14,0.25,0.18,vct,2025
KeikoTL,1254,1.22,244.3,1.4,0.74,156.7,0.89,0.17,0.64,0.2,0.15,0.28,0.22,challengers,2023
AlexaIsHotINFX,670,1.22,244.2,1.35,0.75,154.8,0.88,0.3,0.65,0.14,0.12,0.18,0.2,gc,2023
AnqVLNT,968,1.22,243.6,1.33,0.71,158.6,0.88,0.14,0.66,0.18,0.15,0.28,0.22,challengers,2024
injaguarFALL,216,1.22,243.4,1.25,0.74,159.6,0.82,0.28,0.66,0.07,0.07,0.27,0.23,challengers,2024
c4LypsoTU,869,1.22,243.3,1.29,0.74,156.8,0.88,0.29,0.68,0.13,0.09,0.35,0.16,challengers,2024
