player+team,rounds_played,vlr_rating,acs,kd,kast,adr,kpr,apr,dpr,fkpr,fdpr,hs_percent,cl_percent,year
WARDELLTSM,754,1.23,249.8,1.35,0.78,162.2,0.86,0.25,0.64,0.19,0.12,0.25,0.19,2023
srNMIBR.GC,408,1.23,293.0,1.34,0.76,182.9,0.98,0.22,0.73,0.24,0.2,0.27,0.21,2025
k0ruptFUN,541,1.23,251.8,1.31,0.78,162.4,0.88,0.39,0.67,0.12,0.09,0.25,0.08,2025
berryxHVND,843,1.23,259.4,1.31,0.7,167.8,0.92,0.18,0.7,0.21,0.17,0.31,0.18,2025
onnaNOVO.NI,673,1.23,236.2,1.28,0.77,150.6,0.81,0.25,0.63,0.14,0.08,0.19,0.18,2023
bstrddTL,1751,1.23,265.0,1.43,0.75,169.0,0.93,0.17,0.66,0.22,0.15,0.27,0.2,2023
PaedyMorJ,381,1.23,246.9,1.27,0.75,157.2,0.88,0.43,0.7,0.12,0.1,0.22,0.26,2023
yearnLand,207,1.23,229.2,1.42,0.79,150.7,0.88,0.27,0.62,0.11,0.08,0.37,0.15,2025
m4ndzinSCCP.IN,1574,1.23,239.5,1.22,0.77,152.2,0.82,0.53,0.67,0.09,0.09,0.22,0.22,2023
AranelLXT,805,1.23,231.5,1.26,0.73,156.5,0.85,0.21,0.67,0.06,0.06,0.29,0.14,2023
Monkey02,278,1.23,260.9,1.29,0.76,163.1,0.91,0.24,0.71,0.25,0.14,0.25,0.11,2023
SmokeYFP,486,1.23,270.8,1.39,0.73,173.6,0.95,0.21,0.69,0.12,0.09,0.28,0.14,2023
EliteKC,1259,1.23,230.0,1.38,0.76,156.7,0.83,0.16,0.6,0.07,0.06,0.34,0.14,2023
CohburgSAD,545,1.23,232.4,1.3,0.8,144.3,0.79,0.52,0.61,0.09,0.07,0.26,0.19,2023
SukaXIP,606,1.23,227.1,1.26,0.78,147.1,0.8,0.39,0.63,0.06,0.04,0.28,0.14,2023
liazziSCCP,367,1.23,213.4,1.33,0.78,142.2,0.77,0.28,0.57,0.09,0.06,0.29,0.12,2025
Berserk,291,1.23,223.4,1.36,0.74,151.1,0.83,0.2,0.61,0.08,0.07,0.28,0.18,2024
Megumi,306,1.23,269.2,1.23,0.75,175.5,0.91,0.23,0.74,0.19,0.14,0.19,0.13,2023
HanuhSISU,1608,1.23,229.3,1.3,0.75,147.0,0.84,0.32,0.64,0.09,0.07,0.25,0.18,2023
bambiKA,835,1.23,245.8,1.32,0.79,153.4,0.85,0.42,0.64,0.1,0.08,0.24,0.12,2023
AkaiFLC,556,1.22,273.2,1.22,0.73,177.5,0.95,0.19,0.78,0.19,0.15,0.21,0.2,2023
sociablEEBBL,1122,1.22,261.0,1.25,0.75,169.9,0.88,0.2,0.71,0.21,0.14,0.23,0.1,2023
jeffieROSE,268,1.22,232.0,1.24,0.8,149.6,0.8,0.41,0.64,0.07,0.08,0.28,0.19,2023
sScaryBLD,1305,1.22,214.1,1.29,0.81,137.1,0.77,0.49,0.59,0.07,0.06,0.22,0.2,2023
jaozy,235,1.22,277.5,1.27,0.71,175.9,0.95,0.2,0.74,0.21,0.14,0.28,0.1,2023
YejiSaD,972,1.22,221.4,1.27,0.75,151.0,0.82,0.27,0.65,0.08,0.06,0.26,0.16,2024
VitieSNS,1119,1.22,235.3,1.21,0.77,153.1,0.83,0.41,0.69,0.09,0.07,0.29,0.24,2024
sTizzyDOM,207,1.22,235.8,1.34,0.82,154.0,0.83,0.37,0.62,0.08,0.02,0.33,0.06,2024
quens1onRC,566,1.22,241.7,1.31,0.73,157.0,0.88,0.22,0.67,0.11,0.1,0.33,0.17,2024
LAMARC,608,1.22,248.2,1.31,0.72,164.0,0.91,0.2,0.69,0.13,0.12,0.36,0.22,2024
bstrddTL,1573,1.22,259.7,1.39,0.74,167.1,0.92,0.19,0.66,0.2,0.15,0.26,0.2,2024
dafDFM.GC,419,1.22,233.2,1.35,0.77,149.9,0.83,0.3,0.61,0.11,0.07,0.24,0.15,2024
Summ3rBSG.GC,323,1.22,236.0,1.4,0.73,150.8,0.85,0.19,0.61,0.08,0.07,0.28,0.17,2024
celll,360,1.22,228.4,1.27,0.73,156.3,0.79,0.2,0.62,0.11,0.09,0.24,0.33,2024
truoLIL,436,1.22,224.8,1.36,0.74,149.1,0.82,0.18,0.6,0.1,0.04,0.27,0.15,2023
kamoTL,1038,1.22,266.1,1.31,0.71,171.0,0.94,0.18,0.72,0.2,0.14,0.3,0.16,2023
ezkxyz,679,1.22,259.6,1.24,0.75,171.7,0.88,0.23,0.71,0.13,0.1,0.19,0.26,2023
B1SKTU,895,1.22,267.5,1.3,0.72,170.1,0.94,0.18,0.72,0.25,0.18,0.23,0.21,2023
VernoMIBR,1308,1.22,217.0,1.29,0.77,143.2,0.8,0.31,0.62,0.07,0.04,0.28,0.18,2023
imrL,257,1.22,223.2,1.25,0.74,151.5,0.79,0.3,0.63,0.07,0.03,0.25,0.25,2024
KamiyuFLCV,983,1.22,221.9,1.35,0.79,145.2,0.8,0.46,0.59,0.07,0.06,0.32,0.26,2024
DanoFSX,325,1.22,214.4,1.16,0.76,137.4,0.73,0.57,0.63,0.07,0.06,0.3,0.21,2025
AlexaIsHotINFX,670,1.22,244.2,1.35,0.75,154.8,0.88,0.3,0.65,0.14,0.12,0.18,0.2,2023
Jade,275,1.22,270.8,1.37,0.75,175.4,0.98,0.13,0.72,0.22,0.21,0.36,0.33,2023
edithYDZ.M,711,1.22,260.9,1.33,0.75,171.8,0.9,0.21,0.68,0.19,0.13,0.25,0.11,2023
EnSLOFI.E,619,1.22,257.6,1.3,0.75,165.1,0.91,0.26,0.7,0.19,0.12,0.22,0.14,2023
wavedLEV.GC,1204,1.22,287.9,1.31,0.7,186.0,1.01,0.16,0.77,0.26,0.19,0.28,0.12,2023
Clon4zepamTE.Arises,226,1.22,222.7,1.28,0.79,146.7,0.81,0.37,0.64,0.06,0.03,0.2,0.22,2023
wel,240,1.22,264.3,1.24,0.71,167.2,0.92,0.29,0.74,0.17,0.13,0.26,0.25,2024
safiaaKC.GC,1114,1.22,233.0,1.3,0.74,156.0,0.82,0.24,0.63,0.12,0.09,0.3,0.23,2023
ANDYFH,862,1.22,245.2,1.28,0.74,163.3,0.88,0.24,0.69,0.15,0.1,0.27,0.21,2024
NessTAE,208,1.22,293.9,1.3,0.67,192.4,1.01,0.16,0.78,0.25,0.19,0.29,0.0,2024
AnqVLNT,968,1.22,243.6,1.33,0.71,158.6,0.88,0.14,0.66,0.18,0.15,0.28,0.22,2024
JaguarCASH,216,1.22,243.4,1.25,0.74,159.6,0.82,0.28,0.66,0.07,0.07,0.27,0.23,2024
AlleN,409,1.22,243.0,1.25,0.73,159.7,0.86,0.3,0.68,0.15,0.08,0.23,0.14,2024
Lar0kBCF,887,1.22,213.5,1.26,0.78,139.8,0.75,0.48,0.6,0.07,0.07,0.3,0.21,2025
dimasickNBL,270,1.22,221.2,1.18,0.8,148.4,0.79,0.25,0.67,0.14,0.09,0.35,0.14,2024
ACEFOC,1115,1.22,260.5,1.28,0.76,168.3,0.91,0.28,0.71,0.17,0.12,0.34,0.19,2024
madvFLCV,1869,1.22,233.5,1.26,0.76,148.5,0.83,0.43,0.66,0.1,0.09,0.4,0.19,2023
Jade,747,1.22,232.0,1.18,0.74,148.6,0.8,0.45,0.68,0.08,0.06,0.32,0.24,2025
paashi,500,1.22,263.1,1.27,0.71,133.6,0.92,0.19,0.72,0.21,0.14,0.29,0.21,2025
schnellÆQAD.GC,352,1.22,273.3,1.39,0.74,174.1,0.97,0.14,0.7,0.23,0.16,0.33,0.17,2025
KarinaFKS.S,430,1.22,234.3,1.29,0.73,151.4,0.82,0.23,0.64,0.1,0.07,0.39,0.17,2025
No CommenttARC.GC,254,1.22,218.6,1.26,0.73,150.6,0.81,0.25,0.64,0.08,0.06,0.25,0.27,2025
yukinaTU.O,314,1.22,253.2,1.36,0.73,165.6,0.91,0.23,0.67,0.13,0.1,0.26,0.15,2025
tcondaZEN.GC,554,1.22,273.9,1.26,0.74,173.4,0.95,0.19,0.75,0.19,0.13,0.27,0.12,2023
JenNyMVR.GC,291,1.22,249.3,1.34,0.77,159.6,0.9,0.19,0.67,0.16,0.14,0.28,0.27,2025
TnROSE,319,1.22,276.0,1.27,0.75,175.2,0.93,0.26,0.73,0.18,0.15,0.28,0.17,2025
lula molusco,247,1.22,232.7,1.34,0.74,154.1,0.84,0.13,0.63,0.18,0.07,0.27,0.07,2025
kyoukeidope,229,1.22,232.9,1.26,0.71,163.1,0.86,0.18,0.68,0.08,0.06,0.37,0.21,2025
stonezyZTA,613,1.22,246.1,1.29,0.72,156.9,0.87,0.18,0.68,0.19,0.11,0.26,0.15,2025
rashiPseu,482,1.22,247.3,1.23,0.78,155.5,0.87,0.42,0.7,0.12,0.1,0.26,0.18,2023
MuffynALG.GC,1476,1.22,258.2,1.3,0.75,163.2,0.88,0.2,0.67,0.23,0.15,0.2,0.14,2023
maRvelCumb,287,1.22,247.7,1.31,0.74,157.4,0.87,0.24,0.67,0.17,0.07,0.32,0.1,2025
MeatPieNDLTT,304,1.22,246.9,1.21,0.76,153.3,0.86,0.48,0.71,0.1,0.08,0.23,0.09,2023
lea,263,1.22,256.6,1.25,0.75,164.9,0.91,0.25,0.73,0.14,0.1,0.32,0.21,2025
miyaraSaD,469,1.22,211.7,1.27,0.79,145.5,0.76,0.3,0.6,0.06,0.06,0.24,0.18,2025
kenhlong,228,1.22,229.6,1.39,0.74,149.8,0.89,0.19,0.64,0.12,0.05,0.31,0.23,2025
blairMVSK,290,1.22,267.2,1.31,0.72,171.9,0.95,0.16,0.72,0.16,0.1,0.42,0.12,2025
KeikoTL,1254,1.22,244.3,1.4,0.74,156.7,0.89,0.17,0.64,0.2,0.15,0.28,0.22,2023
Sly,227,1.22,253.5,1.22,0.75,169.4,0.87,0.26,0.71,0.15,0.11,0.32,0.19,2025
vo0kashuDRG,856,1.22,232.0,1.31,0.79,159.4,0.83,0.23,0.63,0.09,0.09,0.32,0.22,2023
AlfajerFNC,1252,1.22,224.1,1.4,0.76,148.8,0.83,0.18,0.59,0.11,0.07,0.27,0.15,2023
ErumaaOGX,234,1.22,226.8,1.25,0.72,146.2,0.79,0.34,0.63,0.11,0.06,0.18,0.06,2025
caelyn,330,1.22,228.9,1.27,0.77,151.6,0.86,0.38,0.68,0.06,0.05,0.35,0.2,2025
furlanJNS,283,1.22,251.3,1.35,0.74,161.8,0.91,0.12,0.67,0.15,0.11,0.33,0.21,2023
c4LypsoTU,869,1.22,243.3,1.29,0.74,156.8,0.88,0.29,0.68,0.13,0.09,0.35,0.16,2024
dos9BME,1551,1.22,245.3,1.34,0.76,158.4,0.88,0.2,0.66,0.13,0.1,0.27,0.16,2024
MigsturNBG,208,1.22,232.8,1.46,0.77,149.9,0.83,0.2,0.57,0.08,0.05,0.22,0.14,2023
KeikoTL,802,1.22,231.4,1.27,0.77,152.4,0.85,0.3,0.67,0.1,0.07,0.39,0.14,2025
grahamsASND,1066,1.21,244.9,1.28,0.76,157.2,0.85,0.3,0.66,0.13,0.11,0.37,0.18,2024
chommz,283,1.21,253.3,1.27,0.75,165.4,0.89,0.26,0.7,0.13,0.11,0.19,0.17,2024
WillYFP,529,1.21,257.9,1.32,0.74,163.1,0.91,0.21,0.69,0.18,0.13,0.16,0.18,2023
aspasMIBR,596,1.21,241.7,1.34,0.77,158.1,0.87,0.13,0.65,0.19,0.13,0.25,0.16,2025
mikester,314,1.21,219.6,1.36,0.79,143.5,0.78,0.3,0.57,0.1,0.05,0.27,0.16,2023
RaMCD,626,1.21,249.0,1.26,0.77,161.5,0.87,0.32,0.69,0.14,0.11,0.25,0.17,2023
kyosukeG,308,1.21,243.9,1.23,0.72,168.3,0.86,0.23,0.7,0.12,0.09,0.25,0.2,2024
serenitySKULL,222,1.21,250.5,1.26,0.77,158.1,0.89,0.25,0.7,0.15,0.13,0.26,0.18,2024
Alluka4F,1674,1.21,229.2,1.22,0.8,150.5,0.78,0.5,0.64,0.11,0.08,0.2,0.17,2023
DisMavvy,676,1.21,220.8,1.19,0.75,142.1,0.79,0.43,0.67,0.07,0.04,0.24,0.1,2023
CriticalWU,473,1.21,238.1,1.23,0.76,157.0,0.84,0.4,0.68,0.1,0.08,0.21,0.21,2023
1kuzohhGOAT,623,1.21,266.8,1.24,0.74,175.0,0.91,0.29,0.74,0.21,0.19,0.27,0.22,2023
deejaySix,260,1.21,231.2,1.43,0.7,157.1,0.87,0.11,0.6,0.09,0.05,0.28,0.14,2023
PapiGEXP,1450,1.21,212.8,1.27,0.81,137.6,0.76,0.4,0.6,0.07,0.05,0.27,0.2,2023
NutaGame,286,1.21,230.6,1.22,0.75,150.5,0.78,0.41,0.64,0.08,0.07,0.2,0.13,2023
UNFAKEJL,1198,1.21,242.2,1.33,0.75,158.2,0.87,0.26,0.66,0.13,0.07,0.36,0.15,2023
wackieJL,1111,1.21,249.1,1.31,0.74,162.0,0.88,0.19,0.67,0.15,0.13,0.24,0.13,2023
micaelaKRÜ.B,735,1.21,244.5,1.4,0.76,157.8,0.87,0.17,0.62,0.19,0.14,0.27,0.25,2023
ThuUOL,375,1.21,233.7,1.25,0.78,154.6,0.83,0.45,0.66,0.08,0.08,0.24,0.29,2023
babytzBOBA,1476,1.21,237.9,1.32,0.77,156.0,0.84,0.23,0.64,0.11,0.08,0.21,0.17,2023
XeunayyNYB.F,539,1.21,235.2,1.28,0.77,153.7,0.86,0.34,0.67,0.1,0.07,0.26,0.2,2023
kenhlong,520,1.21,226.1,1.25,0.77,150.6,0.82,0.4,0.65,0.08,0.07,0.28,0.19,2023
mizzyDREA,1058,1.21,224.5,1.23,0.77,140.6,0.79,0.46,0.64,0.09,0.07,0.28,0.18,2023
AnvaQAD.GC,1561,1.21,233.2,1.25,0.74,154.7,0.82,0.26,0.66,0.08,0.07,0.23,0.16,2023
srNMIBR.GC,275,1.21,267.7,1.2,0.72,180.8,0.91,0.25,0.76,0.23,0.2,0.26,0.11,2025
Alnm,358,1.21,258.3,1.33,0.76,161.3,0.91,0.23,0.69,0.18,0.11,0.22,0.31,2025
thyyTLN,312,1.21,215.8,1.26,0.73,142.7,0.78,0.41,0.62,0.04,0.04,0.39,0.16,2025
AyaaaRH,1096,1.21,266.0,1.28,0.76,172.4,0.94,0.24,0.73,0.21,0.15,0.29,0.2,2023
MrChairDark,668,1.21,223.7,1.27,0.77,147.5,0.81,0.38,0.64,0.1,0.08,0.2,0.15,2023
cxtaZEN.GC,263,1.21,241.2,1.18,0.73,162.0,0.83,0.27,0.7,0.08,0.08,0.31,0.17,2023
1TaPGoDROG,489,1.21,268.6,1.24,0.72,175.6,0.91,0.23,0.74,0.24,0.18,0.24,0.28,2024
JaggiBibl,342,1.21,242.8,1.19,0.74,160.2,0.84,0.32,0.7,0.12,0.08,0.34,0.24,2024
f4ngeerKCBS,896,1.21,249.0,1.29,0.73,165.2,0.9,0.18,0.7,0.18,0.15,0.28,0.15,2024
aneXcks,513,1.21,287.3,1.24,0.69,184.6,0.98,0.23,0.79,0.24,0.18,0.25,0.17,2024
NezhaANT.GC,1251,1.21,235.1,1.25,0.78,151.6,0.85,0.39,0.68,0.11,0.09,0.3,0.17,2024
ZEN,593,1.21,227.9,1.23,0.76,150.3,0.83,0.37,0.68,0.09,0.08,0.35,0.31,2024
awpiTena,1042,1.21,268.4,1.25,0.72,173.3,0.92,0.2,0.74,0.21,0.15,0.29,0.12,2024
parii,228,1.21,237.6,1.23,0.73,157.3,0.88,0.28,0.72,0.14,0.13,0.32,0.16,2024
Nlight,383,1.21,225.7,1.32,0.76,151.1,0.8,0.18,0.61,0.12,0.07,0.2,0.16,2024
splashRRQA,1004,1.21,281.0,1.29,0.74,181.0,0.96,0.21,0.74,0.21,0.16,0.27,0.24,2024
markyTS,1182,1.21,230.5,1.3,0.8,148.7,0.82,0.34,0.63,0.13,0.11,0.25,0.11,2024
AshGEN,293,1.21,234.2,1.24,0.78,154.4,0.84,0.26,0.67,0.11,0.08,0.28,0.13,2025
niffySPE,201,1.21,229.1,1.45,0.78,148.0,0.85,0.24,0.59,0.1,0.05,0.26,0.19,2025
FenizEXL,569,1.21,209.9,1.48,0.79,140.4,0.8,0.2,0.54,0.08,0.06,0.31,0.24,2025
KrizzZ10,639,1.21,224.5,1.36,0.76,146.9,0.8,0.19,0.59,0.08,0.04,0.27,0.17,2025
SeoldamRID,569,1.21,255.9,1.3,0.76,162.4,0.88,0.26,0.68,0.2,0.12,0.2,0.23,2025
damaraaVLT,499,1.21,290.2,1.36,0.76,174.2,1.01,0.26,0.74,0.25,0.17,0.28,0.33,2025
NiikoCTRL,226,1.21,245.5,1.33,0.65,155.3,0.87,0.23,0.65,0.12,0.16,0.3,0.21,2025
f0rsaken,303,1.21,209.6,1.22,0.75,140.7,0.71,0.36,0.58,0.05,0.04,0.26,0.13,2024
DHT1A,573,1.21,253.3,1.27,0.72,165.9,0.9,0.22,0.7,0.17,0.13,0.35,0.16,2024
PallaSTE,675,1.21,275.7,1.27,0.75,179.1,0.96,0.18,0.76,0.22,0.16,0.3,0.21,2024
dream3rNOJ,329,1.21,241.9,1.3,0.74,156.0,0.86,0.22,0.66,0.13,0.11,0.25,0.07,2024
Jsung,246,1.21,245.8,1.2,0.73,156.7,0.89,0.26,0.74,0.15,0.13,0.3,0.16,2024
lazy,823,1.21,279.9,1.25,0.73,181.9,0.96,0.24,0.76,0.24,0.17,0.23,0.14,2024
JellyMIBR.GC,408,1.21,233.8,1.29,0.75,155.3,0.84,0.36,0.65,0.1,0.07,0.33,0.17,2025
KamiConK,321,1.21,239.5,1.22,0.72,144.2,0.87,0.3,0.71,0.07,0.09,0.29,0.2,2025
lalambonaFEK.GC,474,1.21,213.0,1.22,0.78,109.4,0.75,0.4,0.62,0.09,0.07,0.31,0.22,2025
HinataaSNX.F,696,1.21,212.7,1.25,0.76,134.2,0.77,0.34,0.61,0.09,0.07,0.31,0.16,2025
miggieKB,220,1.21,224.2,1.37,0.75,147.9,0.77,0.22,0.56,0.1,0.09,0.38,0.17,2025
ImWidow,305,1.21,252.9,1.39,0.75,140.1,0.89,0.15,0.64,0.22,0.15,0.29,0.15,2025
melyaGree,541,1.21,243.0,1.41,0.77,157.2,0.87,0.18,0.62,0.16,0.11,0.27,0.15,2025
strahlenRZN,381,1.21,237.4,1.27,0.72,149.2,0.85,0.3,0.67,0.11,0.11,0.28,0.24,2025
Moonlight,221,1.21,223.1,1.26,0.7,146.1,0.84,0.15,0.67,0.15,0.11,0.26,0.14,2025
VaniaG2.G,601,1.21,243.0,1.31,0.75,156.3,0.87,0.2,0.67,0.2,0.15,0.31,0.29,2025
nupnipp,227,1.21,270.1,1.19,0.74,178.5,0.9,0.24,0.75,0.2,0.2,0.27,0.25,2025
MaryFLCV,371,1.21,242.4,1.46,0.78,158.4,0.85,0.24,0.58,0.18,0.12,0.27,0.29,2025
K1LANI,392,1.21,225.2,1.23,0.77,144.5,0.79,0.36,0.64,0.08,0.07,0.33,0.16,2024
standoffPCF,411,1.21,277.2,1.27,0.7,174.9,0.96,0.16,0.76,0.26,0.16,0.26,0.17,2024
lexaTWIS.O,1157,1.21,224.6,1.35,0.75,152.8,0.81,0.19,0.6,0.1,0.06,0.3,0.12,2024
MayaMeowNSR.IN,641,1.21,227.7,1.16,0.74,149.7,0.79,0.47,0.69,0.12,0.07,0.23,0.14,2024
lz2G,286,1.21,223.0,1.34,0.74,142.6,0.8,0.34,0.59,0.07,0.08,0.37,0.15,2023
YunahSZ.GC,458,1.21,218.6,1.27,0.79,138.9,0.8,0.41,0.63,0.08,0.03,0.31,0.11,2024
f1cioZYG,1220,1.21,226.9,1.25,0.8,150.5,0.79,0.4,0.63,0.1,0.08,0.3,0.2,2023
UdoTanGE,696,1.21,263.7,1.19,0.71,173.0,0.89,0.18,0.75,0.24,0.16,0.25,0.26,2023
ayumi,230,1.21,259.8,1.36,0.73,169.5,0.9,0.2,0.66,0.19,0.14,0.38,0.27,2024
MOCKINGNW,234,1.21,223.8,1.31,0.81,140.5,0.83,0.4,0.63,0.1,0.04,0.27,0.22,2023
reqSaD,414,1.21,251.6,1.36,0.74,165.5,0.91,0.16,0.67,0.15,0.12,0.32,0.2,2023
techMAD.SC,665,1.21,273.8,1.28,0.77,174.4,0.92,0.28,0.72,0.22,0.15,0.24,0.27,2023
GLYPHAMB,543,1.21,237.9,1.29,0.77,158.0,0.83,0.38,0.64,0.12,0.09,0.24,0.14,2023
PiPoPoBAG,202,1.21,216.9,1.19,0.74,152.5,0.77,0.33,0.65,0.08,0.06,0.34,0.21,2023
CamiFSX,271,1.2,218.9,1.23,0.74,140.1,0.8,0.45,0.65,0.13,0.05,0.45,0.13,2025
Daki,223,1.2,246.4,1.18,0.72,164.1,0.86,0.27,0.73,0.12,0.12,0.34,0.04,2025
JemkinRRQ,475,1.2,259.1,1.29,0.75,163.4,0.91,0.19,0.71,0.24,0.16,0.3,0.13,2025
KaronGEN,486,1.2,215.3,1.26,0.77,140.0,0.77,0.44,0.61,0.06,0.07,0.32,0.2,2025
rickyCRWN,204,1.2,224.2,1.25,0.77,151.3,0.79,0.3,0.64,0.08,0.06,0.29,0.12,2023
jannyXDFLK,752,1.2,252.5,1.31,0.74,157.1,0.91,0.18,0.69,0.21,0.15,0.27,0.16,2023
SachiBAS.K,679,1.2,249.1,1.26,0.72,159.3,0.87,0.17,0.69,0.17,0.13,0.24,0.15,2024
ellieATNR,1783,1.2,252.8,1.3,0.74,163.3,0.9,0.18,0.69,0.18,0.16,0.3,0.15,2024
AtenazzzZEN.GC,908,1.2,231.0,1.35,0.76,151.8,0.81,0.26,0.6,0.1,0.08,0.27,0.21,2024
MavisDa M,330,1.2,259.5,1.16,0.69,169.2,0.86,0.29,0.75,0.09,0.1,0.19,0.16,2024
catharu,313,1.2,244.1,1.25,0.74,165.6,0.87,0.25,0.7,0.1,0.08,0.29,0.21,2025
eliTV G,231,1.2,248.3,1.12,0.7,160.5,0.86,0.3,0.77,0.1,0.09,0.33,0.17,2025
kellySGEXP,1182,1.2,256.5,1.24,0.77,168.5,0.88,0.33,0.71,0.14,0.13,0.21,0.18,2024
kidziaxTeam,245,1.2,262.6,1.24,0.76,170.2,0.91,0.22,0.74,0.22,0.16,0.17,0.19,2025
jeffieROSE,558,1.2,242.5,1.16,0.73,160.5,0.8,0.36,0.69,0.11,0.08,0.31,0.14,2024
VernoMIBR,900,1.2,202.5,1.31,0.77,137.4,0.73,0.35,0.56,0.06,0.05,0.29,0.18,2024
NOVAEin a,1028,1.2,247.2,1.22,0.71,161.8,0.89,0.19,0.73,0.17,0.13,0.3,0.26,2024
DragonJJH,1152,1.2,223.4,1.29,0.73,145.3,0.8,0.33,0.62,0.1,0.1,0.33,0.21,2024
hachiSoul,540,1.2,231.3,1.23,0.74,155.8,0.83,0.29,0.67,0.11,0.08,0.31,0.12,2024
maryna:3,1039,1.2,218.5,1.27,0.8,140.5,0.78,0.4,0.62,0.1,0.06,0.34,0.19,2024
starFKS.S,950,1.2,254.7,1.3,0.73,164.8,0.93,0.17,0.71,0.19,0.13,0.32,0.16,2024
StarBoundWADA,2488,1.2,223.2,1.37,0.77,146.1,0.81,0.21,0.59,0.09,0.06,0.2,0.19,2024
LorecrspCHI,258,1.2,247.7,1.25,0.79,157.6,0.88,0.33,0.71,0.16,0.09,0.25,0.13,2024
sceitsJimi,1166,1.2,251.8,1.25,0.71,164.5,0.89,0.19,0.71,0.19,0.13,0.28,0.2,2024
XyuS,1195,1.2,246.1,1.35,0.73,157.6,0.88,0.14,0.65,0.19,0.14,0.29,0.09,2024
umaruchans,479,1.2,228.2,1.21,0.73,158.6,0.84,0.19,0.7,0.08,0.06,0.3,0.13,2024
sphiry4AM,358,1.2,204.5,1.11,0.74,139.1,0.74,0.27,0.66,0.07,0.06,0.34,0.16,2023
yaamoriiBIGG.S,234,1.2,234.1,1.26,0.75,154.6,0.84,0.29,0.66,0.15,0.11,0.31,0.18,2025
madsMDK,871,1.2,251.6,1.29,0.75,165.0,0.88,0.2,0.68,0.15,0.13,0.2,0.18,2024
xitsuAXL,409,1.2,233.3,1.32,0.74,154.7,0.85,0.24,0.64,0.14,0.14,0.25,0.31,2024
soulcasMKOI,1240,1.2,227.4,1.32,0.75,148.4,0.8,0.38,0.6,0.09,0.07,0.35,0.19,2024
BiccariACE,208,1.2,220.6,1.31,0.74,143.3,0.81,0.13,0.62,0.09,0.1,0.15,0.17,2024
BlastinhoSZK,404,1.2,243.7,1.25,0.73,160.1,0.85,0.19,0.68,0.19,0.13,0.24,0.1,2024
Akaza2KBGT,439,1.2,266.2,1.22,0.69,177.0,0.92,0.19,0.75,0.21,0.18,0.27,0.19,2024
KENCGZ,552,1.2,249.1,1.25,0.73,165.4,0.86,0.23,0.69,0.18,0.12,0.25,0.21,2025
Paul6K,358,1.2,216.6,1.38,0.76,144.5,0.78,0.27,0.56,0.1,0.07,0.4,0.17,2025
